Nombre,Position,PAC,SHO,PAS,DRI,DEF,PHY
Giorgi Chakvetadze,LM,83,70,71,77,34,59
Zinho Vanheusden,CB,61,39,59,65,75,71
Francis,RM,83,61,68,74,67,58
Callum Hudson-Odoi,RW,85,64,67,80,30,60
Mathías Olivera,LB,75,50,63,67,72,72
Matheus Cunha,ST,76,74,63,79,28,63
Jean-Pierre Nsame,ST,77,74,49,70,27,74
João Victor,LW,88,73,66,74,31,58
David Hovorka,CB,74,39,63,67,73,74
Carlitos,ST,82,73,68,77,26,71
Alexandru Bălută,RW,87,69,68,77,42,67
Rafael Pérez,CB,56,38,41,58,73,78
Pedro Sá,CDM,61,51,62,67,70,77
Rodrigo Becão,CB,58,32,55,47,75,70
Marin Pongračić,CB,64,24,52,63,73,79
Merih Demiral,CB,66,39,48,58,75,75
Eduard Löwen,CM,66,62,70,69,70,87
Nicolò Zaniolo,CAM,73,66,68,75,59,76
Bruno Xadas,CAM,73,71,72,76,43,59
Lebo Mothiba,ST,71,74,60,71,27,69
Moussa Djenepo,LM,88,67,64,79,36,64
Gustavo Blanco Leschuk,ST,68,74,47,63,36,79
Juan Foyth,CB,70,45,66,72,74,70
Roberto Alvarado,LM,76,65,71,75,53,61
Hannes Wolf,CAM,81,67,68,78,34,60
Dominik Szoboszlai,CAM,80,69,71,78,37,65
Saša Lukić,CDM,66,60,75,77,69,68
Jaromír Zmrhal,LM,81,70,71,72,58,66
Santiago Cáseres,CDM,67,56,66,70,72,72
Douglas Luiz,CM,67,67,72,74,69,70
Sam Lammers,ST,74,74,61,76,34,70
Ezequiel Barco,LM,82,65,68,78,28,48
Pol Lirola,RB,79,45,68,73,72,67
Ozan Kabak,CB,69,33,54,66,74,74
Lucas Robertone,CAM,79,72,73,78,58,60
Pedro Rebocho,LB,74,58,69,75,71,72
Salvi Sánchez,RM,91,63,70,71,38,54
Emanuel Reynoso,CM,67,62,74,77,57,64
Orel Mangala,CM,73,52,71,77,66,72
Sebastián Villa,RM,92,64,65,76,32,63
Odsonne Edouard,ST,83,71,61,74,42,72
Alexander Isak,ST,78,74,60,73,29,60
Chidozie Awaziem,CB,67,39,45,60,73,75
Ritsu Doan,CAM,76,69,71,78,39,56
Nicolás Silva,LM,89,62,69,77,23,41
Maurício,CB,63,43,54,52,72,78
Victor Osimhen,ST,85,73,61,70,36,76
Agustín Bouzat,RW,92,63,67,77,57,69
Joaquín,CB,67,47,61,61,72,78
Çağlar Söyüncü,CB,63,45,52,59,74,74
Lato,LB,79,56,71,71,71,61
Abdülkadir Ömür,RM,81,65,70,78,39,47
Ontiveros,LM,74,75,73,76,35,50
Waldo,LM,88,74,64,79,35,65
João Carvalho,CAM,71,68,72,77,33,44
Iván Alejo,RM,76,70,73,73,43,60
Christian Bassogog,ST,89,71,60,76,38,69
Nuno da Costa,ST,78,72,64,76,26,61
Gojko Cimirot,CDM,67,67,71,73,70,70
Joseph Aidoo,CB,77,25,36,46,73,85
Rade Krunić,CM,68,73,73,75,65,70
Djibril Sow,CM,78,65,72,72,68,72
Nicolás Benedetti,CAM,76,66,69,74,45,62
Bryan Heynen,CM,67,63,72,72,67,70
Lucas Rodríguez,LM,79,61,66,81,51,61
Tomás Cardona,CB,54,46,49,57,72,82
Gil Dias,RM,83,67,67,80,42,62
Jorge Miramón,RB,74,58,72,68,72,74
William,RB,77,50,68,75,70,69
Aleix García,CM,67,67,74,75,59,57
Bruno Valdez,CB,65,36,55,54,72,78
Viktor Kovalenko,CAM,75,71,72,73,59,72
Francisco Geraldes,CAM,75,59,71,81,43,53
Jeff Reine-Adélaïde,CAM,79,68,68,78,50,66
Pape Abou Cissé,CB,76,32,41,43,71,84
Hamza Choudhury,CDM,70,44,61,66,76,75
Kyle Walker-Peters,RB,76,37,66,72,72,66
Almamy Touré,RB,70,51,64,71,74,72
Carlos González,ST,65,74,53,67,34,71
Jeremiah St. Juste,CB,82,58,64,72,73,75
Pape Cheikh Diop,CM,75,60,69,75,64,72
Ismaël Bennacer,CM,72,70,73,74,68,66
Harold Preciado,ST,80,76,57,72,37,65
Ianis Hagi,CAM,81,66,71,75,36,68
Sabin Merino,LW,72,72,70,74,56,59
Emiliano Buendía,RM,73,66,74,77,61,62
Che Adams,ST,86,75,61,73,39,76
Ángel González,RW,86,70,65,76,48,65
Jesús Gallardo,LM,78,67,69,73,66,71
Kasim Adams Nuhu,CB,66,43,55,60,72,81
Camilo Mayada,RB,93,66,69,76,67,77
Caju,LB,79,51,67,72,72,72
Adam Masina,LB,68,42,67,68,73,73
Habib Diallo,ST,72,72,52,68,22,70
Jarlan Barrera,CAM,81,65,72,75,42,57
Keagan Dolly,CAM,78,69,72,76,36,52
Gian Marco Ferrari,CB,55,27,39,49,76,71
Orbelín Pineda,CM,86,69,72,77,60,68
Pedro Nuno,LW,67,73,75,77,38,59
Fábio Martins,LM,76,73,70,80,46,65
Thomas Goiginger,RW,88,67,72,72,35,64
Kristoffer Ajer,CB,67,52,62,67,72,82
Henry Martín,ST,76,71,65,74,38,70
Eraso,CAM,53,71,72,70,58,74
Emanuel Cecchini,CDM,71,65,69,73,74,70
Lucas Gamba,ST,87,72,70,77,28,61
Andrés Chávez,ST,75,75,65,70,36,81
Walace,CDM,67,67,68,69,69,74
Zinedine Ferhat,RM,81,57,73,73,27,64
Ivi,LM,78,74,70,76,43,61
Andrés Cubas,CM,71,52,67,73,75,56
Unai López,CM,74,69,74,77,65,63
Albian Ajeti,ST,78,72,60,70,29,75
Patrick Roberts,RM,77,66,69,82,27,41
Hélder Costa,RM,85,67,68,77,30,59
Ollie Watkins,RW,82,70,68,73,44,61
Pablo Maffeo,RWB,86,52,68,75,73,63
Jean-Eudes Aholou,CDM,72,65,63,71,76,69
Ryan Thomas,CM,74,58,72,78,61,66
Philip Billing,CM,58,70,72,71,74,73
Renato Tapia,CDM,70,56,67,74,72,79
Saïd Benrahma,LW,79,70,71,77,35,50
Florent Hadergjonaj,RB,79,48,68,71,70,66
Valentín Vada,CM,62,65,74,73,67,68
Antonio Barreca,LB,79,34,63,75,70,69
Diego Rico,LB,72,58,69,67,73,73
Junior Alonso,CB,69,54,61,64,71,81
Angel Romero,ST,78,71,59,74,24,69
Bongani Zungu,CDM,60,66,72,75,69,75
Pablo Martinez,CB,66,45,63,69,74,75
Oliver McBurnie,ST,67,71,57,68,34,72
Roger Martínez,ST,81,72,62,74,35,73
Chema Rodríguez,CB,64,59,57,61,73,73
Kahraba,LM,81,71,65,77,44,67
Georges-Kévin Nkoudou,LM,88,67,68,78,34,58
Edgar Méndez,RM,79,71,70,70,43,77
Jordan Amavi,LB,77,65,69,70,69,72
Víctor Cantillo,CDM,65,39,64,73,67,76
Pozo,CAM,73,69,71,77,54,54
Ambroise Oyongo,LWB,87,59,67,74,66,73
Sargis Adamyan,CAM,76,73,64,76,37,70
Islam Slimani,ST,51,73,64,67,46,79
Carlos Mané,RW,82,71,67,79,41,48
Alan Browne,CAM,74,73,68,71,69,83
Álvaro García,LM,93,65,66,73,30,45
Anwar El Ghazi,LW,76,75,68,75,32,69
Marcel Tisserand,CB,67,59,69,68,73,76
Idris,CDM,48,52,61,63,74,83
Damir Kreilach,CM,51,72,69,70,66,83
Marlon,CB,64,44,59,66,74,73
Burgui,LM,71,67,71,75,41,57
Bruno Petković,ST,67,72,73,73,37,76
Jonathan Silva,LWB,75,60,68,72,71,74
Lucas Zelarayán,CAM,73,67,74,76,45,62
Kemar Lawrence,LB,88,44,59,69,71,79
Ciro Rius,RW,81,65,72,76,54,72
Fernando Zuqui,CM,70,64,72,75,65,70
Lautaro Giannetti,CB,69,33,49,49,75,77
Édson Puch,LW,85,70,66,77,43,63
Enzo Kalinski,CDM,65,51,71,70,70,82
Diego Braghieri,CB,60,49,50,57,72,79
Brahian Alemán,CAM,74,72,75,73,66,71
Lucas Villafañez,RM,77,67,73,76,34,50
Óscar Opazo,RB,89,67,68,73,67,75
Silvio Romero,ST,68,74,68,73,38,66
Diego González,CM,68,65,70,71,68,82
Paolo Goltz,CB,51,56,62,59,72,80
Juan Ramírez,LW,76,69,72,77,65,64
Andrés Ricaurte,CAM,68,59,77,71,64,74
Wilson Morelo,ST,79,74,61,74,42,67
Igor Lichnovsky,CB,68,40,51,61,74,75
Felipe Pardo,RW,81,75,71,73,38,80
Daniel Bocanegra,CB,71,55,69,65,73,76
Diego Rodríguez,CDM,64,57,68,66,73,74
Adama Traoré,RW,96,60,61,83,31,75
Felipe Mora,ST,81,74,55,72,27,65
Fouad Bachirou,CDM,74,42,64,78,70,75
Diego Rolán,ST,76,71,71,74,43,67
Róber,CB,54,43,61,61,75,73
Sven van Beek,CB,62,34,56,52,75,73
Mateo Pavlović,CB,31,60,50,53,72,84
Tyrone Mings,CB,69,44,63,65,73,78
Loïs Diony,ST,77,73,63,71,25,74
Jack O'Connell,CB,63,37,50,55,73,78
Iuri Medeiros,RW,73,72,75,80,33,50
Darko Lazović,LM,86,64,71,76,47,47
Florian Niederlechner,ST,70,75,57,69,35,77
André Hahn,RM,72,76,67,66,55,83
Rafael Czichos,CB,59,48,59,62,74,74
Riza Durmisi,LB,79,62,72,74,70,70
Alejandro Chumacero,CM,72,68,73,74,64,74
Bradley Dack,CAM,76,70,71,76,52,74
Rubén García,CAM,79,69,70,77,38,54
Manquillo,RWB,73,44,63,71,71,66
Pablo De Blasis,LM,76,72,70,79,56,55
Birger Verstraete,CDM,72,58,71,69,71,74
João Schmidt,CM,54,67,74,71,68,73
Ilya Kutepov,CB,33,47,57,48,76,74
Rachid Ghezzal,RW,72,68,74,77,28,58
Jozabed,CM,59,71,73,72,57,64
Joris van Overeem,CM,70,62,72,76,61,59
Mikel Agu,CDM,64,44,59,66,73,81
Lucas Cavallini,ST,76,73,49,71,33,80
Lucas Silva,CDM,59,62,68,71,71,74
Dorian Dessoleil,CB,54,46,52,49,75,76
Abdul Rahman Baba,LB,78,50,66,74,72,67
Dória,CB,61,52,52,57,73,75
Kévin Rodrigues,LB,71,48,69,64,72,61
Harlem-Eddy Gnohere,ST,65,73,53,65,27,84
Dimitrios Kourmpelis,CDM,75,52,63,66,73,77
Lucas Torró,CDM,60,61,65,65,74,73
Pedro Henrique,RM,84,68,69,77,31,55
Erik Durm,LB,76,53,65,68,72,70
Emil Krafth,RB,73,52,66,70,74,71
Adam Webster,CB,68,29,55,66,73,73
Filip Helander,CB,47,33,44,54,76,74
Jürgen Damm,RM,94,63,65,74,43,70
Luciano Vietto,ST,76,73,68,76,43,61
Simon Falette,CB,67,44,44,47,73,83
Bogdan Butko,RB,78,47,65,69,72,68
Mykola Morozyuk,RB,75,62,75,70,69,50
João Pereira,RB,71,61,71,74,74,64
Jordan Ferri,CM,64,67,71,73,66,74
Sanjin Prcić,CM,63,64,75,73,68,71
Amato Ciciretti,CAM,77,68,73,75,35,49
Héctor Canteros,CM,68,69,73,71,68,74
Timo Letschert,CB,62,58,64,61,72,55
Christian Atsu,LM,86,67,68,77,34,45
Valerio Verre,CAM,69,72,73,74,65,67
Jan Kopic,LM,80,69,70,76,40,60
Kemar Roofe,ST,80,73,66,73,50,70
Ryan Fredericks,RB,92,51,66,72,69,69
Ewerton,CB,56,37,55,62,75,72
Diego Oliveira,ST,75,72,64,70,39,74
John Egan,CB,65,49,50,59,73,76
Prince-Désir Gouano,CB,64,25,50,52,74,76
Vadillo,RM,87,68,68,80,34,44
Lorenzo Melgarejo,RW,84,69,66,76,55,69
Yoshimar Yotún,CM,65,63,76,74,64,71
Luis Advíncula,RB,94,64,70,75,66,76
Rubén Pardo,CM,61,68,74,72,62,55
Joe Ralls,CM,64,68,73,72,68,66
Juan Carlos,CAM,67,67,72,73,51,58
Dino Arslanagic,CB,55,32,57,57,73,78
Charly Musonda,RM,84,64,70,79,24,43
Yassin Ayoub,CM,69,67,75,77,67,70
Emir Dilaver,CB,71,46,59,61,74,76
Marvin Bakalorz,CDM,64,66,62,67,74,80
Thomas Delaine,LB,83,50,71,73,67,78
Stéphane Bahoken,ST,80,72,57,71,24,71
Florian Hübner,CB,53,43,48,45,77,72
Jairo,LM,84,66,68,77,30,73
Thievy Bifouma,RM,93,71,63,77,29,70
Gianluca Caprari,CF,85,68,70,81,20,51
Federico Viviani,CDM,63,70,75,75,71,69
Jack Stephens,CB,61,42,58,67,74,71
Leigh Griffiths,ST,79,74,64,71,24,70
Facundo Quignon,CDM,68,59,73,78,69,75
Johannes Geis,CDM,40,65,79,64,72,73
Juan Sánchez Miño,LB,70,73,77,76,71,72
Andreas Cornelius,ST,64,73,55,66,39,81
Camillo Ciano,ST,80,73,73,77,28,62
Ladislav Krejčí,LW,78,68,75,76,50,57
Diego,LM,71,73,76,75,43,63
Nicolas De Préville,CF,76,72,72,75,36,66
Jeffrey Schlupp,LM,86,67,66,73,69,75
Hong Jeong Ho,CB,80,47,53,56,71,79
Camilo,ST,78,74,67,76,34,65
Lukas Hinterseer,ST,63,74,65,69,44,75
Ben Gibson,CB,59,29,48,52,75,71
Graeme Shinnie,CDM,77,42,68,69,71,79
Alan Patrick,CAM,75,71,73,78,53,59
Sonny Kittel,LW,75,69,73,77,34,56
Gernot Trauner,CB,66,57,61,62,71,85
Anders Christiansen,CM,74,70,70,75,63,71
Erik Sviatchenko,CB,58,50,58,57,73,78
Dimitri Foulquier,RM,73,60,68,75,72,73
Ilie Sánchez,CDM,55,47,67,71,69,76
Timm Klose,CB,37,38,54,39,75,75
Ilja Nestorovski,ST,71,74,53,71,35,79
Bryan Dabo,CM,64,67,71,73,73,78
Georgios Tzavellas,CB,67,62,66,62,73,77
Trent Sainsbury,CB,74,48,62,59,76,73
Romain Amalfitano,CM,60,59,70,72,68,59
Martin Linnes,RB,87,57,65,73,69,66
Stefan Bell,CB,48,38,53,50,76,75
Leandro Damião,ST,59,76,56,68,35,78
Jordi Amat,CB,65,48,53,58,73,77
Jens Toornstra,CAM,65,75,75,72,58,74
Anselmo,CDM,67,63,64,66,73,79
Khouma Babacar,ST,68,72,55,72,35,69
Iñigo Pérez,CDM,64,63,77,66,70,72
Jeffrey Bruma,CB,59,53,59,58,72,80
Mathew Leckie,RM,88,68,66,74,55,74
Florent Hanin,LB,85,44,69,74,69,68
Stefan Ilsanker,CDM,58,53,57,52,76,82
Daniel Ayala,CB,66,41,52,65,74,78
Jano Ananidze,CAM,75,70,73,76,39,44
Filip Đuričić,CAM,73,65,72,77,42,57
Conor Hourihane,CM,65,69,75,69,65,74
Diafra Sakho,ST,71,73,58,71,32,72
Jens Stryger Larsen,RB,76,55,63,69,72,76
Christian Clemens,RM,77,69,72,72,51,68
Marvin Zeegelaar,LB,70,62,67,72,73,74
Allan Nyom,RWB,70,47,62,65,75,82
Fabian Klos,ST,63,74,55,63,38,84
Enda Stevens,LWB,70,45,63,69,72,73
Milton Caraglio,ST,46,76,61,69,27,81
Fabián Rinaudo,CDM,66,64,67,70,71,76
Renatinho,RW,77,72,69,79,37,65
Lamine Sané,CB,54,44,59,60,72,76
Niklas Hult,LB,84,59,71,74,68,67
Georgiy Schennikov,LWB,79,54,69,70,71,71
Sébastien Corchia,RB,70,65,73,74,75,65
Alejandro Bedoya,CM,65,65,71,72,66,73
Samba Sow,CDM,65,47,66,72,72,79
Gökhan Töre,RM,80,68,74,77,43,71
Peter Pekarík,RB,66,37,66,74,75,65
Celso Borges,CDM,53,74,71,69,73,74
Sandro,CDM,54,69,67,68,75,72
Matías Caruzzo,CB,45,36,58,51,73,77
Ike Opara,CB,84,38,52,56,71,82
Pedro Sánchez,RM,83,71,71,74,38,68
Osvaldo Martínez,CM,63,71,73,74,58,72
Míchel,CM,49,66,78,73,55,55
Balenziaga,LB,75,46,68,70,72,75
Alcalá,CB,34,48,59,53,73,77
Josef Hušbauer,CM,63,72,76,73,58,66
Mehmet Ekici,CAM,65,72,75,74,54,63
Junior Hoilett,LM,87,71,69,77,35,64
Liam Cooper,CB,51,35,54,58,74,77
Dennis Diekmeier,RB,87,39,65,66,69,74
Marcel Risse,RM,74,75,72,73,66,66
Bruno Fornaroli,ST,76,72,64,76,38,75
Ryan Jack,CDM,65,52,67,71,71,79
Alex Bergantiños,CDM,44,46,63,63,74,79
Alfred N'Diaye,CM,71,63,71,70,71,83
Mirko Valdifiori,CDM,50,56,79,73,69,62
Benoît Poulain,CB,33,26,57,48,77,74
Bruno Ecuélé Manga,CB,54,32,56,50,74,74
Leon Balogun,CB,57,45,60,60,74,72
Juanfran,RB,75,67,69,74,70,73
Aatif Chahechouhe,LM,75,72,69,76,32,60
Sean Morrison,CB,45,29,40,49,74,77
Jesús Dueñas,CM,75,66,71,73,69,80
Rafik Halliche,CB,44,41,53,53,75,72
Montoro,CDM,42,63,69,67,71,69
Matías Alustiza,ST,70,76,69,74,35,61
Dentinho,CAM,77,68,67,76,48,71
Stoppila Sunzu,CB,52,38,50,51,73,65
Jan-Arie van der Heijden,CB,37,62,72,70,74,70
James Chester,CB,66,34,58,63,74,74
Johnny Russell,RW,78,73,70,75,48,77
Fábio Pacheco,CDM,67,54,69,65,74,73
Harry Arter,CM,59,69,72,71,67,72
Sergio Tejera,CM,69,69,74,72,68,76
Nicolai Müller,RM,74,72,69,78,44,62
Andreas Bjelland,CB,43,46,63,60,73,76
Barry Bannan,CM,64,64,76,75,49,53
Fabian Frei,CDM,65,71,75,72,72,73
Aurélien Chedjou,CB,65,49,60,62,73,74
Henri Saivet,CAM,68,70,74,75,64,64
Titi,CB,32,39,44,54,76,75
Rouwen Hennings,ST,65,76,62,67,40,77
Adrián González,CM,65,73,72,74,71,73
Scott Arfield,CM,67,68,72,74,62,72
Ivo,CM,72,65,77,73,48,66
Lazaros Christodoulopoulos,LM,73,74,72,77,52,64
Lucas Deaux,CDM,57,54,68,66,72,79
Paul Baysse,CB,51,46,62,62,73,80
Abel Aguilar,CDM,32,61,67,64,74,81
Kamil Grosicki,LM,83,72,71,74,38,60
Gaëtan Bong,LB,63,41,69,70,76,71
Nicolás Bertolo,LM,65,70,74,75,38,67
Fernando Navarro,RB,86,58,65,70,70,65
Tore Reginiussen,CB,63,42,54,52,73,77
Nuno Coelho,CB,55,44,64,67,74,72
Bojan,CAM,70,69,73,75,27,41
Federico González,ST,70,74,66,74,39,74
Simone Missiroli,CM,61,65,73,71,68,63
Mevlüt Erdinç,ST,69,75,64,70,44,74
Kei Kamara,ST,73,72,61,70,35,78
Baiano,RB,76,61,62,74,72,73
Joselu,ST,54,73,64,69,30,67
Luca Antonelli,LB,71,58,69,72,76,72
Luca Cigarini,CM,57,66,78,73,67,61
Óscar Trejo,CM,70,71,72,78,65,74
Crespo,CB,69,39,64,62,73,75
Perparim Hetemaj,CM,75,64,73,74,70,77
Moussa Sow,ST,77,73,66,73,34,74
Pablo Mouche,LM,77,70,70,74,27,64
Paul Aguilar,RB,82,63,68,69,70,75
Felix Bastians,CB,61,60,68,58,75,77
Andreas Ulmer,LB,69,62,70,71,70,74
Shane Long,ST,80,72,61,71,36,69
Scott Sinclair,LM,88,72,65,75,41,65
Ron Vlaar,CB,31,57,57,53,75,77
Stéphane M'Bia,CDM,68,62,66,66,74,81
Curtis Davies,CB,52,38,46,54,75,71
David Limberský,LB,75,63,70,72,73,77
Billy Sharp,ST,58,74,62,65,42,68
Jurado,CAM,64,72,75,75,32,55
Pirmin Schwegler,CDM,40,67,73,72,73,66
Gökhan İnler,CDM,41,66,72,69,73,70
Willem Janssen,CB,40,64,69,68,72,75
Oribe Peralta,ST,68,72,66,72,41,74
Ibrahim Afellay,CAM,68,69,75,77,54,57
Aaron Lennon,RM,79,63,69,78,49,58
Steven Davis,CM,54,61,75,75,63,63
Francesco Magnanelli,CDM,62,55,68,63,76,68
Christian Maggio,RB,70,69,69,73,72,77
Fernando Belluschi,CAM,55,74,76,74,65,64
Roman Hubník,CB,64,53,60,57,71,76
Maximiliano Rodríguez,LM,67,75,75,75,44,66
Ricardo Costa,CB,41,37,47,54,74,73
Raphaël Nuzzolo,ST,73,76,74,74,41,66
Tarantini,CM,47,68,71,71,72,68
Felipe,CB,34,35,51,53,78,59
Jorge Figal,CB,70,45,63,70,72,75
Moisés,CM,69,70,72,71,67,73
André Pinto,CB,44,36,48,48,76,76
Ramalho,CB,71,35,57,58,73,73
Sebastian Larsson,CM,55,69,77,69,72,75
Mehdi Taremi,CF,67,73,61,76,33,62
Miguel Trauco,LB,68,49,73,74,71,79
Pedro,ST,69,74,57,71,43,65
Dennis Aogo,CDM,71,56,74,72,72,73
Ahmed Musa,LM,93,69,63,73,30,57
Ryan Kent,LW,88,60,66,77,23,54
Lewis Alessandra,CM,81,76,72,74,40,74
Erwin Saavedra,RM,78,57,60,66,68,66
Robert Rojas,CB,73,54,63,67,71,75
Nicolás De la Cruz,CAM,78,65,70,75,46,49
Alexis Soto,LB,75,36,63,71,69,72
Franco Soldano,ST,69,72,51,70,39,70
Benjamín Kuscevic,CB,70,41,54,60,72,77
Jonatan Cristaldo,ST,74,71,62,74,28,70
Didier Delgado,RM,88,63,65,69,60,71
Matías Pisano,RW,78,67,70,78,42,46
Anderson Plata,RW,91,68,57,75,42,69
Leonardo Jara,RB,73,53,67,70,69,78
Fabrizio Angileri,LB,81,67,68,73,68,77
Matías Zaldivia,CB,53,39,61,59,73,79
Gastón Lezcano,RM,80,70,66,74,24,69
Sherman Cárdenas,CAM,79,69,71,74,42,57
Felipe Campos,RB,83,45,64,63,69,78
Freddy Hinestroza,LM,88,63,67,75,43,65
Javier Toledo,ST,51,73,63,62,43,76
Esteban Paredes,ST,62,74,67,70,34,71
Lucas Orbán,CB,62,53,64,62,72,74
Jonathan Urretaviscaya,RW,77,70,72,74,34,61
Emiliano Vecchio,CM,75,68,72,76,57,71
Neri Cardozo,CM,76,67,72,71,65,75
Juan Insaurralde,CB,36,39,56,47,72,76
Antolín Alcaraz,CB,40,43,48,63,71,72
Marcelino Moreno,RW,90,63,68,80,54,57
Saúl Salcedo,CB,67,35,43,54,74,75
Baldomero Perlaza,CDM,51,49,60,65,73,84
Jhon Duque,CDM,64,42,59,65,71,74
Walter Bou,ST,73,75,62,72,20,61
Domingo Blanco,CM,81,63,71,81,58,66
Gastón Silva,CB,67,53,68,66,73,72
Lucas Janson,ST,80,72,65,78,31,59
Nicolás Pasquini,LB,75,63,75,68,68,71
Ayron del Valle,ST,78,73,62,74,37,68
Gabriel Hauche,LM,86,70,68,75,44,67
Marcos Angeleri,RB,61,49,64,59,76,77
Mauricio Pinilla,ST,55,74,55,64,32,76
Christoph Baumgartner,CAM,72,70,75,78,49,59
Carlos Sierra,CM,72,72,76,76,64,81
George Cooper,LWB,88,70,75,75,36,62
Yeison Gordillo,CDM,60,46,60,64,70,76
Kasper Junker,ST,89,75,56,75,34,72
Eoin Doyle,ST,74,76,67,74,40,77
Kenta Nishizawa,LM,80,65,72,73,39,67
Ante Ćorić,CAM,69,66,71,75,40,52
Nicolás Pasquini,LB,75,63,75,68,68,71
Kamil Wilczek,ST,61,71,63,69,46,80
Sebastian Polter,ST,70,72,51,62,28,84
Castro,CAM,67,71,71,74,64,76
John Obi Mikel,CM,54,59,71,68,78,79
Uroš Račić,CDM,59,66,68,68,72,71
Emiliano Vecchio,CM,75,68,72,76,57,71
Pedro Porro,RB,76,61,66,76,69,62
Ignasi Miquel,CB,60,28,56,59,73,72
Román Martínez,CM,53,70,72,70,58,69
Diego Ângelo,CB,34,62,65,51,75,77
Sebastian Ribas,ST,66,74,51,66,30,74
Olarenwaju Kayode,ST,87,70,57,73,36,71
Bernard Mensah,CAM,79,69,70,75,63,65
Kingsley Schindler,RM,82,69,65,70,45,66
Bakaye Dibassy,LB,74,54,61,70,72,76
Jérémie Bela,LM,92,72,63,76,37,64
André-Franck Zambo Anguissa,CM,69,53,67,69,70,81
Marc Navarro,RB,63,56,69,65,74,64
Christian Marrugo,CAM,64,64,73,72,52,64
Insua,CB,53,36,55,54,73,67
Pedro Porro,RB,76,61,66,76,69,62
Gaël Kakuta,CAM,78,69,70,79,40,62
Rodrigo Salinas,RB,72,67,72,70,70,72
Mikael Ishak,ST,73,72,58,66,38,76
Óscar,CAM,65,67,72,76,49,59
Jonjoe Kenny,RB,72,41,63,68,73,68
Mathias Autret,CAM,71,70,72,73,42,60
Derrick Luckassen,CB,76,58,65,67,70,78
Franco Soldano,ST,69,72,51,70,39,70
Martín Nervo,CB,61,43,56,56,71,80
Iago,CB,46,30,47,53,73,77
Walter Bou,ST,73,75,62,72,20,61
Nicolas Isimat-Mirin,CB,63,34,53,47,73,77
Kevin Wimmer,CB,53,27,59,64,73,73
Sebastian Ribas,ST,66,74,51,66,30,74
Samuel Grandsir,RM,87,61,70,76,44,63
Mu Kanazaki,ST,79,70,67,71,35,82
Luis Jiménez,CAM,64,63,77,73,42,63
Jakob Johansson,CM,52,63,65,65,74,81
Serey Dié,CDM,66,53,65,70,71,78
Lee Chung Yong,CAM,68,64,71,75,53,61
Walker Zimmerman,CB,59,50,52,51,71,81
Lucas Boyé,LW,71,67,66,78,42,73
Emiliano Vecchio,CM,75,68,72,76,57,71
Rod Fanni,CB,60,52,65,68,72,70
Ervin Zukanović,CB,51,49,64,55,73,74
Aiden McGeady,LM,76,71,72,78,44,61
Sebastian Prödl,CB,31,36,50,41,74,70
Guerrero,ST,70,72,66,70,42,69
Lasse Sobiech,CB,46,51,47,43,74,74
Oussama Haddadi,LB,74,38,62,64,72,72
Yassine Meriah,CB,74,49,52,60,74,69
Federico Barba,CB,69,30,58,61,73,70
Ryan Bennett,CB,35,25,46,36,74,74
Murilo,LW,90,70,64,77,25,63
Miloš Jojić,CM,68,74,75,74,57,68
Paulinho,LW,76,72,64,77,24,69
Jelle Vossen,ST,59,75,70,70,45,69
Kerim Frei,LM,90,69,68,78,35,53
Hany Mukhtar,CAM,79,63,70,77,44,59
Suk Hyun Jun,ST,62,74,58,69,39,78
Rafa Soares,LB,76,62,70,71,69,67
Diego Ângelo,CB,34,62,65,51,75,77
Alexandru Maxim,CAM,69,67,71,78,32,53
Callum Robinson,ST,85,72,65,74,34,60
Víctor Rodríguez,LM,74,70,71,74,43,60
Adis Jahović,ST,63,73,48,64,33,76
Juan Dinenno,ST,67,73,55,63,26,74
Antonio Di Gaudio,LW,89,60,65,80,31,46
Lee Nguyen,CM,69,70,72,74,46,62
Jérôme Gondorf,CM,65,63,73,72,67,78
Kamil Wilczek,ST,61,71,63,69,46,80
Raul García,LB,69,62,71,68,68,76
Jonathan Agudelo,ST,83,70,60,73,39,67
Kim Seung Dae,ST,88,67,67,73,53,66
Mick van Buren,ST,83,68,60,73,30,71
Leonardo Jara,RB,73,53,67,70,69,78
Joaquín Laso,CB,62,41,51,55,69,83
Serey Dié,CDM,66,53,65,70,71,78
Sergio Vittor,CB,48,60,63,61,71,79
Julian Gressel,RM,73,65,71,70,61,76
Tarik Elyounoussi,CAM,82,71,67,77,47,68
Ayron del Valle,ST,78,73,62,74,37,68
Uche Agbo,CDM,60,57,62,66,71,78
Sinan Gümüş,RM,86,74,66,75,34,64
Nicolás Fernández,ST,86,71,62,76,31,55
Erling Braut Håland,ST,81,70,55,72,35,80
Steven Skrzybski,ST,78,73,65,74,33,62
Anthony Limbombe,LW,83,69,68,77,54,61
Emiliano Insúa,LB,66,64,71,73,71,77
Jamiro Monteiro,CM,76,61,70,75,63,74
Vito Wormgoor,CB,35,38,57,54,72,81
Leonardo Gil,CDM,67,52,77,70,70,74
Pablo Ceppelini,CAM,71,64,73,76,42,66
Matěj Hanousek,LB,87,44,64,69,67,72
Robert Rojas,CB,73,54,63,67,71,75
Giorgios Masouras,RM,76,73,69,73,38,66
Luca Sangalli,CM,72,64,70,74,61,63
Toma Bašić,CM,54,60,74,71,67,65
Puado,ST,80,69,59,74,29,60
Lovro Majer,CAM,70,68,77,76,35,58
